Carica,Nome
"
        Coordinatore
        
      ",MIRCO GRIGOLON
"
        Caposquadra
        
        tecnico logistico
        
        
      ",RENATO CAMPESE
"
        Caposquadra
        
        tecnico logistico
        
        
      ",TIMO MARCUZZI
"
        Caposquadra
        
        tecnico logistico
        
        
      ",ENZO ZANELLO
"
        Manager Formativo
        
      ",GERMANO DI GIUSTO
"
        Mediatore Tecnologico
        
      ",MIRCO GRIGOLON
